Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
Golden State Water Company West Orange,Stage 2,Yes,Sep-14,1466.7,1586.6,AF,," 114,016 ",92,,"GSWC has proactively communicated information about the drought, conservation and outdoor water-use regulations with our customers and community leaders during 2014. A brief summary of communications includes:  January 2014: Supplied customer-facing employees with talking points to address the drought and encourage water-use efficiency.  February 2014: Implemented 20-percent voluntary conservation; message shared on website and via opinion editorials to local newspapers; water-use efficiency information shared at local community events.     March 2014: Shared water-use efficiency tips via website and news releases; water-use efficiency information shared at local community events.  April 2014: Created a graphic with the 20-percent voluntary conservation message and water-use efficiency tips, distributed to all customers as a bill insert and placed prominently on the website; distributed e-newsletter to customers with 20-percent voluntary conservation message, drought update and water-use efficiency tips; placed Earth Day advertisements in local newspapers, sharing 20-percent conservation message and water-use efficiency tips; water-use efficiency information shared at local community events.   May 2014: Filed revised Rule 14.1 to comply with CPUC Resolution W-4976 that prohibits outdoor water waste; water-use efficiency information shared at local community events.  July 2014: Shared State Water Resource Control Board‰Ûªs (SWRBC) new outdoor urban water regulations and water-use efficiency tips via website articles and an email to stakeholders; supplied customer-facing employees with talking points to address the new SWRCB regulations and encourage water-use efficiency; water-use efficiency information shared at local community events.  August 2014: Implemented Stage II of our Water Shortage Contingency Plans (WSCP) for all systems; informed customers of SWRCB regulations via bill message; detailed SWRCB regulations in an e-newsletter article; water-use efficiency information shared at local community events.  Please see www.gswater.com for additional information. ",,,477926288,516995874.1,128.5469247,139.0553969,92%,No Correction Needed
Goleta Water District,1,No,Jun-14,1272,1339,AF,"Approximately 30% of the District's current water deliveries are for agricultural uses (4,334 AFY).  Of that, approximately 2,200 AFY is non-potable water provided for agricultural irrigation."," 86,946 ",,,,,,414483015.1,436315060.8,63.56175329,66.90973873,40%,No Correction Needed
Goleta Water District,1,No,Jul-14,1354,1590,AF,"Approximately 30% of the District's current water deliveries are for agricultural uses (4,334 AFY).  Of that, approximately 2,200 AFY is non-potable water provided for agricultural irrigation."," 86,946 ",,,,,,441202832.2,518103768.9,65.47673004,76.88921769,40%,No Correction Needed
Goleta Water District,Stage II,Yes,Aug-14,1294,1449,AF,"Approximately 30% of the District's current water deliveries are for agricultural uses (4,334 AFY).  Of that, approximately 2,200 AFY is non-potable water provided for agricultural irrigation."," 86,946 ",,Penalties of up to $500 for violation of Stage II restrictions,,,AF,421651746.5,472158717.7,61.01086887,68.3189714,39%,No Correction Needed
Goleta Water District,Stage II,Yes,Sep-14,1367,1504,AF,," 86,946 ",64,,,,,445438900.7,490080546.2,70.01661924,77.03364692,41%,No Correction Needed
Great Oaks Water Company Incorporated,2,Yes,Jul-14,1190.308,1423.782,AF,," 92,995 ",,,,,,387863560.4,463941396.4,114.3606494,136.7920186,85%,No Correction Needed
Great Oaks Water Company Incorporated,2,Yes,Aug-14,1152.007,1382.813,AF,Amount of water produced that is used for agriculture will not be determined until agricultural users have complied with reporting requirements.," 92,995 ",,Great Oaks Water Company is in compliance with Water Board emergency regulations and Public Utilities Commission requirements.,,,,375383124.9,450591589.3,110.6808226,132.8558597,85%,No Correction Needed
Great Oaks Water Company Incorporated,2,Yes,Sep-14,1017.992,1251.425,AF,Residential use includes single family residential and multi-family residential use.  ," 97,958 ",88.04,,,,,331714145.9,407778622,88.04352674,108.2325504,78%,No Correction Needed
"Greenfield, City of",Stage 3,Yes,Sep-14,152.4,187.5,AF,," 16,919 ",81,Issued 10 notices of unauthorized water waste. ,,,,49659757.47,61097142.56,81.20574247,99.90863985,83%,No Correction Needed
"Greenfield, City of",Stage 3,Yes,Aug-14,164.7,192.8,AF,residential includes single family multi family and trailer mobile home parks," 17,898 ",,first is a warning  second is a 50 fine  third is 100 fine,only two days per week for landscape irrigation before the hour of 10am and after 7pm week days only No carwash fundraisers. No washing of hard surfaces,,,53667730.03,62824155.13,75.44694023,88.31918686,78%,No Correction Needed
"Greenfield, City of",Stage 2,,Jul-14,187,204.6,AF,SINGEL FAMILY   MULTI FAMILY  TRAILER/MOBILE HOME PARKS," 17,898 ",,NONE,NONE,,,60934216.85,66669201.96,94.44815692,103.3373952,86%,No Correction Needed
"Greenfield, City of",Stage 2,No,Jun-14,193.9,204.6,AF,SINGLE FAMILY   MULTI FAMILY  TRAILER MOBILE HOME PARKS," 17,898 ",,NONE,NONE,,,63182591.7,66669201.96,96.49071626,101.8153716,82%,No Correction Needed
Groveland Community Services District,III,Yes,Jun-14,14456596,18795744,G,," 3,400 ",,,,,,14456596,18795744,137.4793933,178.74384,97%,No Correction Needed
Groveland Community Services District,III,Yes,Jul-14,15941376,22619520,G,," 3,400 ",,,,,,15941376,22619520,146.7090581,208.1682581,97%,No Correction Needed
Groveland Community Services District,III,Yes,Aug-14,14445376,18479340,G,Last year we were the principal agency that supplied the water for fighting the Rim Fire," 3,400 ",,,,,,14445376,18479340,132.9413161,170.0660323,97%,No Correction Needed
Groveland Community Services District,III,Yes,Sep-14,10730060,17879444,G,It is very difficult for our District to calculate the R-GPCD as we are a tourist area with a number of residential homes that are rented for vacationers. Our population can increase by tens of thousands during summers and holidays.  ," 3,400 ",102,,,,,10730060,17879444,102.0407667,170.0300067,97%,No Correction Needed
Grover Beach  City of,3,Yes,Sep-14,77.8,161.5,AF,," 13,156 ",52.7,,,,,25351241.02,52625005.46,52.67056257,109.3354223,82%,No Correction Needed
Grover Beach  City of,Stage 3,Yes,Jul-14,113,172,AF,," 13,156 ",,,,,,36821211.25,56046445.44,74.0331732,112.6876619,82%,No Correction Needed
Grover Beach  City of,3,Yes,Aug-14,90.55,167.18,AF,," 13,156 ",,,,,,29505846.71,54475841.57,59.32481268,109.5297867,82%,No Correction Needed
Hawthorne  City of,2,No,Jun-14,395,375,AF,," 43,496 ",,,,,,128711313.7,122194285.1,81.86989634,77.72458514,83%,No Correction Needed
Hawthorne  City of,2,No,Jul-14,445,394,AF,," 43,496 ",,,,,,145003885,128385462.2,89.25791067,79.02835237,83%,No Correction Needed
Hawthorne  City of,2,No,Aug-14,436,405,AF,," 43,496 ",,,,,,142071222.2,131969827.9,85.34540066,79.27726437,81%,No Correction Needed
Hawthorne  City of,2,Yes,Sep-14,430,379,AF,," 44,189 ",86,,,,,140116113.6,123497690.8,85.61259742,75.45854517,81%,No Correction Needed
Hayward  City of,Stage I,Yes,Jun-14,659485,746705,CCF,," 151,037 ",,,,,,493329038.9,558574129.8,65.32558763,73.96520453,60%,No Correction Needed
Hayward  City of,Stage I,Yes,Jul-14,676885,847890,CCF,," 151,037 ",,,,,,506345142.8,634265766.2,64.88627668,81.27883634,60%,No Correction Needed
Hayward  City of,Stage 1,Yes,Aug-14,696144,829110,CCF,," 151,037 ",,,,,,520751875.3,620217350.6,68.9568616,82.12786941,62%,No Correction Needed
Hayward  City of,Stage 1,Yes,Sep-14,607766,756048,CCF,," 151,037 ",52,,,,,454640540.2,565563179.2,52.17553335,64.9052557,52%,No Correction Needed
Healdsburg  City of,2,Yes,Sep-14,57,76,MG,," 11,254 ",115,1.Issued 10 water waste enforcement letters.  2.Filed charges against construction company for stealing potable water. ,,781900,G,57000000,76000000,118.1802026,157.5736035,70%,No Correction Needed
Healdsburg  City of,2,Yes,Aug-14,68.82,80.24,MG, ," 11,254 ",,Four water enforcement actions taken for the month of August. ,HEALDSBURG'S CONSERVATION ACTIONS,,,68820000,80240000,138.0842367,160.9979534,70%,No Correction Needed
Healdsburg  City of,Stage 2,Yes,Jul-14,74.88,83.85,MG,NA," 11,254 ",,"13 Enforcement Letters Sent, June and July 2014.",HEALDSBURG'S CONSERVATION ACTIONS,,,74880000,83850000,138.4385194,155.0223003,65%,No Correction Needed
Healdsburg  City of,Stage 2,Yes,Jun-14,69.68,73.05,MG,," 11,254 ",,"13 Enforcement Stage 2 Letters, June and July 2014",HEALDSBURG'S CONSERVATION ACTIONS,,,69680000,73050000,206.3858776,216.3675138,100%,No Correction Needed
Helix Water District,Level 2 Drought Alert,Yes,Jun-14,3288.7,3321.5,AF,"Water production numbers are available within a few days of month end; usage numbers are available approximately two months later due to rolling two-month meter reading cycles. The estimated percentage of water going to residential use included in the June report will be based on water used during the months of April - June, depending on when each meter was read."," 267,922 ",,,"Helix Water District's customers have reduced water use by 21% between 2007 and 2013. A Level 1 Drought Watch was declared in February, calling for voluntary conservation measures. A Level 2 Drought Alert calling for mandatory restrictions went into effect in August.",,,1071627588,1082315515,61.32987592,61.94155224,46%,No Correction Needed
Helix Water District,Level 2 Drought Alert,Yes,Jul-14,3434.5,3501.3,AF,"Water production numbers are available within a few days of month end; usage numbers are available approximately two months later due to rolling two-month meter reading cycles. The estimated percentage of water going to residential use included in the June report will be based on water used during the months of April - June, depending on when each meter was read."," 267,922 ",,,"Helix Water District's customers have reduced water use by 21% between 2007 and 2013. A Level 1 Drought Watch was declared in February, calling for voluntary conservation measures. A Level 2 Drought Alert calling for mandatory restrictions went into effect in August.",,,1119136726,1140903601,67.37256498,68.68294126,50%,No Correction Needed
Helix Water District,Level 2 Drought Alert,Yes,Aug-14,3269.5,3585.2,AF,"Water production numbers are available within a few days of month end; usage numbers are available approximately two months later due to rolling two-month meter reading cycles. The estimated percentage of water going to residential use included in the August report will be based on water used during the months of June - August, depending on when each meter was read."," 267,922 ",,,"Helix Water District's customers have reduced water use by 21% between 2007 and 2013. A Level 1 Drought Watch was declared in February, calling for voluntary conservation measures. A Level 2 Drought Alert calling for mandatory restrictions went into effect in August.",,,1065371241,1168242536,69.26672567,75.95505884,54%,No Correction Needed
Helix Water District,Level 2 Drought Alert,Yes,Sep-14,3126,3392.6,AF,September percent residential use now includes multi-family residential use per the SWRCB reporting guidelines. Estimate is based on three year average as Helix reads meters on a rolling two-month billing cycle and sales numbers by individual month are not available.," 268,802 ",101.3,,"Helix Water District's customers have reduced water use by 21% between 2007 and 2013. A Level 1 Drought Watch was declared in February, calling for voluntary conservation measures. A Level 2 Drought Alert calling for mandatory restrictions went into effect in August.",,,1018611561,1105483551,101.0519823,109.6701712,80%,No Correction Needed
Hemet  City of,20 % voluntary,No,Jun-14,450.94,420.89,AF,," 23,537 ",,,,,,146939442.5,137147607.1,208.0970989,194.2298043,100%,No Correction Needed
Hemet  City of,20 % vlountary,No,Jul-14,446.82,487.54,AF,," 23,537 ",,,,,,145596934.6,158865604.7,199.5443476,217.7294016,100%,No Correction Needed
Hemet  City of,20% voluntary,No,Aug-14,450.5,526.04,AF,," 23,537 ",,,,,,146796067.9,171410884.7,201.1877906,234.9230308,100%,No Correction Needed
Hemet  City of,Voluntary 20%,No,Sep-14,382.82,418.92,AF,," 23,537 ",,,,,AF,124742443.3,136505679.8,176.661488,193.3207005,100%,No Correction Needed
Hesperia Water District City of,2,Yes,Jun-14,1779,1760,AF,," 90,173 ",,,,,,579689688.6,573498511.5,203.5735768,201.399379,95%,No Correction Needed
Hesperia Water District City of,2,Yes,Jul-14,1701,1848,AF,," 90,173 ",,,,,,554273277.3,602173437.1,188.3689573,204.647756,95%,No Correction Needed
Hesperia Water District City of,2,Yes,Aug-14,1577,1780,AF,," 90,173 ",,,,,,513867700.4,580015540.1,174.6371814,197.1174273,95%,No Correction Needed
Hesperia Water District City of,2,Yes,Sep-14,1425,1585,AF,," 91,627 ",194,,,,,464338283.5,516474511.8,160.4772135,178.4957077,95%,No Correction Needed
Hi-Desert Water District,1,Yes,Jun-14,302.2,320.39,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities."," 24,601 ",,The District passed 14-22 outlining 4 levels of violations ranging from warning letters to a $100.00 fine.,,,,98472301.24,104399538.7,87.74085782,93.02214903,66%,No Correction Needed
Hi-Desert Water District,1,Yes,Jul-14,330.44,337.54,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities."," 24,601 ",,The District passed 14-22 outlining 4 levels of violations ranging from warning letters to a $100.00 fine.,,,,107674345.5,109987890.7,91.65924952,93.62868625,65%,No Correction Needed
Hi-Desert Water District,1,Yes,Aug-14,301.96,326.03,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities."," 24,601 ",,"The District has issued warning letters to customers found to be in violation of its ordinances. The District's customers have also been very cooperative in reporting water waste such as runoff, leaking irrigation, etc.  ",,,,98394096.9,106237340.7,93.77120734,101.2459489,73%,No Correction Needed
Hi-Desert Water District,1,Yes,Sep-14,272.22,269.89,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities."," 24,601 ",85.22,Eight first violation letters were sent.  One second violation letter was sent.,,,,88703275.46,87944041.63,85.22620033,84.49672767,71%,No Correction Needed
Hillsborough  Town of,Stage 1,No,Sep-14,138725,179584,CCF,See June," 10,825 ",290,"The Town had 15 formal enforcement actions during the reporting period, ranging from verbal warnings, warning tags to warning letters. All issues thusfar have been resolved without the need for citation and fine.",The Town continues to actively implement its water waste prohibitions and conservation programs to reduce water consumption.,,,103773506.5,134338161,281.2030353,364.0264256,88%,No Correction Needed
Hillsborough  Town of,One,No,Jun-14,178580,237837,CCF,"The estimated % of residential is based on 2013 annual purchased and retail meter read data. The Town does not have the ability to calculate % of retail residential on a real-time monthly basis since it reads its residential water meters on a bi-monthly basis. Additionally, there are significant off-sets between residential meter reads and wholesale SFPUC (turnout) meter reads. The Town's finance and public works department typically analyze and align the purchased vs. retailed water data on an annual basis."," 10,825 ",,"The Town did not have any recorded enforcement actions in June 2014. However, the Town's Public Works and Police Departments notifiy residents of possible leaks, runoff and other possible water waste issues as during the normal course of business.",None. The Town did not receive notice of the State Emergency Resolution until July 2014.,,CCF,133587116.9,177914431.2,361.9912636,482.1083893,88%,No Correction Needed
Hillsborough  Town of,One,No,Jul-14,195007,211589,CCF,"See June Qualification Notes. Additionally, please note that Hillsborough does not typically receive water meter read data from SFPUC until 2nd week of each month. Therefore, the Town will as a matter of due course be submitting its UWSRT data approximately one week late every month. "," 10,850 ",,See June Enforcement Action Notes.,"The Town began preparation of its Urgency Water Waste Prohibition Ordinance in July for adoption by City Council in August, which includes state water waste prohibitions, two day maximum irrigation restriction and provision for $500/day fines.",,,145875366.2,158279563.6,381.6569712,414.1103493,88%,No Correction Needed
Hillsborough  Town of,One,No,Aug-14,157581,221435,CCF,See June Notes.," 10,825 ",,The Town had five recorded enforcement actions after the Urgency Ordinance was adopted August 11. All were verbal warnings. The first enforcement action occurred August 21. The Town spent much of August bringing Town and Police Department staff up to speed on the new code.,"The Town adopted its Urgency Water Waste Prohibition Ordinance which includes  State's water waste prohibitions, limits irrigation to twice weekly and fines for non-compliance. The Town's water shortage contingency plan does not impose mandatory irrigation restrictions during any stage, since it is designed to respond to SFPUC voluntary (Stage 1) vs. mandatory (Stage 2) rationing requirements. Hillsborough's stage 2 requires mandatory rationing and allocates water based on a set rationing formula. It does not mandate irrigation restrictions at any stage.",,,117878774,165644883.1,309.1211238,434.3812773,88%,No Correction Needed
Hollister  City of,Stage 1,No,Jun-14,111864884,117127162,G,," 23,021 ",,,,,,111864884,117127162,115.8122179,121.2601839,72%,No Correction Needed
Hollister  City of,Stage 1,No,Jul-14,119741236,128514292,G,," 23,021 ",,,,,,119741236,128514292,119.46422,128.2169799,71%,No Correction Needed
Hollister  City of,Stage 1,No,Aug-14,114641596,123297872,G,," 23,021 ",,,,,,114641596,123297872,100.4006125,107.9815904,63%,No Correction Needed
Hollister  City of,Stage1,No,Sep-14,100360544,111141024,G,," 23,021 ",91,,,,,100360544,111141024,92.85780753,102.8323622,64%,No Correction Needed
Humboldt Bay Municipal Water District,2,No,Jun-14,17.5,14.98,MG,, 422 ,,,,,,17500000,14980000,179.699842,153.8230648,13%,No Correction Needed
Humboldt Bay Municipal Water District,2,No,Jul-14,8.66,15.503,MG,, 422 ,,,,,,8660000,15503000,139.0154411,248.8633237,21%,No Correction Needed
Humboldt Bay Municipal Water District,2,No,Aug-14,15.96,19.302,MG,, 422 ,,,,,,15960000,19302000,109.7997248,132.7916221,9%,No Correction Needed
Humboldt Bay Municipal Water District,2,No,Sep-14,20.83,18.82,MG,, 422 ,128.21,,,,,20830000,18820000,148.0805687,133.7914692,9%,No Correction Needed
Humboldt Community Service District,1,Yes,Jun-14,72364000,76309000,G,The water noted in #5 above is both purchased and produced - all is sold to HCSD customers," 20,032 ",,,Monthly water conservation tips on 4 local radio stations (1 in Spanish).  This is a collaborative effort with other local water suppliers.  ,,,72364000,76309000,120.4140043,126.9785011,100%,No Correction Needed
Humboldt Community Service District,1,Yes,Jul-14,78525000,79914000,G,The water noted in #5 above is both purchased and produced - all is sold to HCSD customers," 20,032 ",,Developed warning card with prohibitions and contact info,Developed a water conservation booth for the Humboldt County Fair with conservation tips and prohibitions.  Monthly water conservation tips on 4 local radio stations (1 in Spanish)  Both of the above are joint collaborative efforts with other local water suppliers.,,,78525000,79914000,126.4509044,128.6876482,100%,No Correction Needed
Humboldt Community Service District,1,,Aug-14,74741000,79706000,G,," 20,032 ",,Multi-agency effort produced door-hanger warning cards,Multi-agency water conservation campaign on 4 local radio stations (1 in spanish)  Water Conservation booth at the Humboldt County Fair from 8-13 through 8-25,,,74741000,79706000,120.3574281,128.3527002,100%,No Correction Needed
Humboldt Community Service District,1,Yes,Sep-14,64045000,75893000,G,," 20,032 ",107,,,,,64045000,75893000,106.5711528,126.2862753,100%,No Correction Needed
Huntington Beach  City of,Stage 1 to Council on Monday,Yes,Jun-14,2973.3,3002,AF,"Please discard the earlier report submitted.  It was for total water year ending in June, not the month of june"," 196,041 ",,,,,,968854047.9,978205983.9,120.2577445,121.4185414,73%,No Correction Needed
Huntington Beach  City of,Stage 1 to Council on Monday,Yes,Jul-14,3053.6,2994.9,AF,," 196,041 ",,,,,,995019917.5,975892438.7,119.521499,117.2239119,73%,No Correction Needed
Huntington Beach  City of,One,Yes,Aug-14,2915.6,3053,AF,," 196,041 ",,,,,,950052420.6,994824406.6,106.303577,111.3132188,68%,No Correction Needed
Huntington Beach  City of,Level 1,Yes,Sep-14,2718,2789,AF,"Single family residential, multifamily residential, residential irrigation"," 196,041 ",101,,,,,885664178.6,908799629.9,100.8964111,103.5320421,67%,No Correction Needed
Huntington Park  City of,Phase 3,Yes,Jun-14,411,423,AF,," 21,740 ",,,,,,133924936.5,137835153.6,205.3433556,211.338782,100%,No Correction Needed
Huntington Park  City of,Phase III,Yes,Jul-14,444,378,AF,," 21,740 ",,,,,,144678033.6,123171839.4,214.6749467,182.763806,100%,No Correction Needed
Huntington Park  City of,Phase 3,Yes,Aug-14,434,312,AF,," 21,740 ",,,,,,141419519.3,101665645.2,209.8399254,150.8526653,100%,No Correction Needed
Huntington Park  City of,Phase III,Yes,Sep-14,301,300,AF,," 21,740 ",,,,,,98081279.53,97755428.1,150.3852799,149.885661,100%,No Correction Needed
Indian Wells Valley Water District,2,Yes,Jun-14,273142000,266919000,G,," 31,120 ",,"The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained in IWVWD's Ordinance 93, adopted in May 2010.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.","We have realized a 19% reduction in pumping since 2007 and two of the last three months, have achieved reductions of 8% to 9% compared to the same month in 2013.   ",,,273142000,266919000,269.1630677,263.0307198,92%,No Correction Needed
Indian Wells Valley Water District,2,,Jul-14,304190000,328226000,G,," 31,120 ",,"The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained IWVWD's Ordinance 93, adopted in May 2010.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.","We have realized a 19% reduction in pumping since 2007 and three of the last four months, have achieved reductions of 7% to 9% compared to the same month in 2013.   ",,,304190000,328226000,290.089145,313.0109462,92%,No Correction Needed
Indian Wells Valley Water District,2,Yes,Aug-14,267974000,285557000,G,," 31,120 ",,"The Board of Directors of the Indian Wells Valley Water District adopted Ordinance 93 in May 2010.  The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained in this ordinance.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.    The Board supports staff continuing to educate our customers about ways they can conserve water.  However they have authorized staff to enforce Ordinance 93 for any willful, egregious, repeated violations.      ","We have realized a 19% reduction in pumping since 2007 and four of the last five months, have achieved reductions of 7% to 9.4% compared to the same month in 2013.     ",,,267974000,285557000,255.5519529,272.3198856,92%,No Correction Needed
Indian Wells Valley Water District,2,Yes,Sep-14,268155000,264960000,G,"The calculation of R-GPCD includes our total residential  and multi-family dwellings usage only.  We have deducted commercial and public consumption.    Being a desert community, residents rely on evaporative cooling which contributes to higher usage during summer months. "," 31,120 ",232,"The Board of Directors of the Indian Wells Valley Water District adopted Ordinance 93 in May 2010.  The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained in this ordinance.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.  We have realized a 19% reduction in pumping since 2007.     ",,,,268155000,264960000,264.2487147,261.1002571,92%,No Correction Needed
Indio  City of,Stage I,No,Jun-14,724.5,741.8,MG,," 71,563 ",,,,,,724500000,741800000,242.9747216,248.7766024,72%,No Correction Needed
Indio  City of,Stage 1,No,Jun-14,2340.7,1813.1,AF,," 76,036 ",,,,,,762720435.2,590801222.3,240.7450477,186.4804742,72%,No Correction Needed
Indio  City of,Stage I,No,Jul-14,762.7,796.2,MG,," 71,563 ",,,,,,762700000,796200000,247.5346559,258.4070972,72%,No Correction Needed
Indio  City of,Stage 1,No,Aug-14,705.5,758.4,MG,," 71,563 ",,,,,,705500000,758400000,228.9703681,246.1390888,72%,No Correction Needed
Indio  City of,Stage 1,No,Sep-14,594,599.9,MG,," 81,393 ",175.2,,,,,594000000,599900000,175.1501972,176.8899045,72%,No Correction Needed
Inglewood  City of,THE CITY ORDINANCE IS BEING UPDATED,Yes,Sep-14,850.585,905.119,AF,N/A," 92,386 ",,,,107.576,AF,277164336,294934317.8,70.00160025,74.48964938,70%,No Correction Needed
Inglewood  City of,THE CITY'S ORDINANCE IS BEING UPDATED.,Yes,Aug-14,870.914,989.625,AF,N/A," 111,200 ",,,,101.63,AF,283788569.7,322470718.4,57.62705929,65.48198622,70%,No Correction Needed
Inglewood  City of,,,Jul-14,244.92,244.8,MG,," 115,904 ",,,,,,244920000,244800000,68.16542277,68.13202472,100%,No Correction Needed
Inglewood  City of,THE CITY'S ORDINANCE IS BEING UPDATED.,Yes,Jun-14,866.876,947.245,AF,N/A," 111,200 ",,,,104.9,AF,282472781.6,308661135,59.27186665,64.76702472,70%,No Correction Needed
Irvine Ranch Water District,1,No,Sep-14,6093.1,5902.7,AF,"September 2014:  103087 total connections, 90958 residential connections.  September 2013: 99769 total connections,  87850 residential connections.  3% growth from last September.  "," 380,104 ",91,,IRWD is implementing an approved Alternate Plan using allocation-based rates.,2251,AF,1985445330,1923403218,92.28053593,89.39691116,53%,No Correction Needed
Irvine Ranch Water District,N/A,No,Jun-14,5790.1,6085.2,AF,"IRWD is submitting an Alternate Plan for Allocation Based Rates to demonstrate compliance with the regulation.  IRWD has taken actions to effectively implement all measures included in Stage 1 of its water shortage contingency plan.    Population data was updated by Center for Demographic Research in 2014, based on Dept of Finance census data.  IRWD is still developing and adding new service connections each month.  There has been approximately 3% growth since the same month last year."," 365,858 ",,,Alternate Plan.,3680.5,AF,1886712347,1982871104,92.82514597,97.55610063,54%,No Correction Needed
Irvine Ranch Water District,N/A,No,Jul-14,6152.9,6074.3,AF,"IRWD is submitting an Alternate Plan for Allocation Based Rates to demonstrate compliance with the regulation.  IRWD has taken actions to effectively implement all measures included in Stage 1 of its water shortage contingency plan.    Population data was updated by Center for Demographic Research in 2014, based on Dept of Finance census data.  IRWD is still developing and adding new service connections each month.  There has been approximately 4% growth since the same month last year.  Estimate of population is updated each monthly report to reflect growth from new accounts."," 368,975 ",,,Alternate Plan.,2242.9,AF,2004931245,1979319323,96.40588333,95.17434984,55%,No Correction Needed
Irvine Ranch Water District,Stage 1,No,Aug-14,5773.2,6084.4,AF,"IRWD has an approved Alternate Plan for Allocation Based Rates to demonstrate compliance with the regulation. IRWD has taken actions to effectively implement all measures included in Stage 1 of its water shortage contingency plan. Population data was updated by Center for Demographic Research in 2014, based on Dept of Finance census data. IRWD is still developing and adding new service connections each month. There has been approximately 3% growth since the same month last year. Estimate of population is updated each monthly report to reflect growth from new accounts.  IRWD implements all of the required mandatory prohibitions at all times, regardless of drought."," 378,750 ",,,,2277.5,AF,1881205458,1982610422,86.51982945,91.18361572,54%,No Correction Needed
Joshua Basin Water District,Stage 1 (BOD to Review Conserv Ordinance 8/20/14),No,Jun-14,178.766,165.035,AF,SFR = 4196 MFR = 59 CI = 172 O = 22 Total = 4449 4196 SFR + 59MFR = 4255 Residential 4255 Res/4449 Total = 95.6%," 9,969 ",,,,,,58251156.2,53776890.25,186.2042509,171.9019196,96%,No Correction Needed
Joshua Basin Water District,Stage 1 (BOD to Review Conserv Ordinance 8/20/14),No,Jul-14,186.279,201.437,AF,SFR = 4196  MFR = 59  CI = 172  O = 22  Total = 4449    4196 SFR + 59MFR = 4255 Residential    4255 Res/4449 Total = 95.6%," 9,969 ",,,,,,60699277.97,65638533.9,187.7708307,203.0502248,96%,DATA CORRECTION
Joshua Basin Water District,Stage 1 (Ordinance No. 14-8),Yes,Aug-14,158.074,179.809,AF,SFR = 4196 MFR = 59 CI = 172 O = 22 Total = 4449 4196 SFR + 59MFR = 4255 Residential 4255 Res/4449 Total = 95.6%," 9,969 ",,,,,,51508638.47,58591019.24,159.3399486,181.2490151,96%,No Correction Needed
